,channel,title,published,description,views,likes,dislikes,comments
73,VibesOnly,Kendrick Lamar - Euphoria (Lyrics) (Drake Diss),2024-04-30T17:02:40Z,"🎶 Kendrick Lamar - Euphoria (Lyrics) (Drake Diss)
🔥 Help us reach 1,000,000 subscribers!
🔔 Subscribe and turn on notifications to stay updated with new uploads.
👍🏽 Please leave a like and appreciate all the support!
______________________________________________________________________________________________
💜 Vibes Only Music Platforms:
https://linktr.ee/VibesOnlyMusicNetwork

For business inquiries, music submissions or video takedowns please contact▸submissions@vibesonlyhq.com or visit https://www.vibesonlyhq.com

📋 Tags: #KendrickLamar #Euphoria #DrakeDiss #Lyrics

Kendrick Lamar
Euphoria
Kendrick Lamar Euphoria 
Euphoria Kendrick Lamar
Kendrick Lamar Euphoria Lyrics
Euphoria Kendrick Lamar Lyrics
Kendrick Lamar Lyrics
Euphoria Lyrics
Drake Diss
Kendrick Lamar Response",22374236,279746,0,33844
74,OliviaRodrigoVEVO,Olivia Rodrigo - obsessed (Official Music Video),2024-03-22T04:00:08Z,"Get 'GUTS (spilled)' Out Now: https://OliviaRodrigo.lnk.to/GUTSspilled

Shop GUTS: https://OliviaRodrigo.lnk.to/store

Follow Olivia Rodrigo
Instagram: https://www.instagram.com/oliviarodrigo/
Twitter: https://twitter.com/oliviarodrigo
TikTok: https://www.tiktok.com/@livbedumb
Facebook: https://www.facebook.com/OliviaRodrigoOfficial
Discord: https://discord.gg/livieshq

Lyrics

la-da-da-da, da-da-da 
la-da-da-da-da 
la-da-da-da, da-da-da

if i told you how much i think about her
you'd think i was in love
and if you knew how much i looked at her pictures 
you would think we're best friends

'cause i know her star sign, i know her blood type
i've seen every movie she's been in, and, oh god, she's beautiful and i know you loved her, and i know i'm butthurt
but i can't help it, no i can't help it

i'm so obsessed with your ex (uh-huh)
i know she's been asleep on my side of your bed, and i can feel it
i'm starin' at her like i wanna get hurt
and i remember every detail you have evеr told me, so be careful, 
baby i'm so obsеssed with your ex (ah)
yeah, i'm so obsessed with your ex (ah)

la-da-da-da, da-da-da
she's got those lips, she's got those hips the life of every fuckin' party
she's talented, she's good with kids
she even speaks kindly about me (ah-ah)

and i know you love me, and i know it's crazy
but every time you call my name, i think you mistake me for her 
you both have moved on, you don't even talk
but i can't help it, i got issues, i can't help it, baby

i'm so obsessed with your ex
i know she's been asleep on my side of your bed, and i can feel it
i'm starin' at her like i wanna get hurt
and i remember every detail you have ever told me, 
so be careful, baby 
i'm so obsessed with your ex (ah)
yeah, i'm so obsessed with your ex (ah)

is she friends with your friends? is she good in bed?
do you think about her? no i'm fine, it doesn't matter, tell me
 is she easy-going? never controlling?
well-traveled? well-read? oh god, she makes me so upset

i'm so obsessed with your ex (ah)
she's been asleep on my side of your bed (ah, woah)
i'm so obsessed with your ex (god, she makes me so upset) 
i'm so obsessed with your, with your ex

Music video by Olivia Rodrigo performing obsessed. © 2024 Olivia Rodrigo, under exclusive license to Geffen Records

http://vevo.ly/rTB4zK",21947508,581943,0,20627
75,SabrinaCarpenterVEVO,Sabrina Carpenter - Bed Chem (Official Lyric Video),2024-08-23T04:00:47Z,"Listen to Short n’ Sweet, out now: https://sabrinacarpenter.lnk.to/ShortNSweet
Watch all Short n’ Sweet videos here: https://SabrinaCarpenter.lnk.to/ShortnSweetVideos

Visual by: JJ Stratford
Lyric Animation by: Nagina Lane
 
New merch available: https://SabrinaCarpenter.lnk.to/Merch

Subscribe to Sabrina’s channel: https://bit.ly/SCYTsubscribe
 
Follow Sabrina Carpenter: https://linktr.ee/sabrinacarpenter
Instagram: https://www.instagram.com/sabrinacarpenter
Facebook: https://www.facebook.com/sabrinacarpenter
Twitter: https://x.com/SabrinaAnnLynn
TikTok:  https://www.tiktok.com/@sabrinacarpenter
 
Lyrics:
I was in a sheer dress
The day that we met 
We were both in a rush 
We talked for a sec 
Your friend hit me up 
So we could connect
And what are the odds 
You send me a text 
And now the next 
Thing I know I’m like 
Manifest
That you’re oversized 
I digress 
Got me scrollin’ like 
Out of breath 
Got me going like 
Oooo ahhhhh 
 
Who’s the cute boy with the white jacket and the thick accent like 
(Ahhhhh) 
Maybe it’s all in my head 
 
But I bet we’d have really good bed chem 
How you pick me up pull ‘em down turn me round oh it just makes sense 
How you talk so sweet when you’re doing bad things 
That’s bed chem 
How you’re looking at me yea I know what that means and 
I’m obsessed
Are you free next week? 
I’d bet we’d have really good 
 
Come right on me 
I mean camaraderie    
Said you’re not in my time zone but you wanna be 
Where art thou? Why not uponeth me? 
See it my mind let’s fulfill the prophecy 
 
Who’s the cute guy with wide blue eyes and the big bad mmm like 
I know I sound a bit redundant 
 
But I bet we’d have really good bed chem 
How you pick me up pull ‘em down turn me round oh it just makes sense 
How you talk so sweet when you’re doing bad things 
That’s bed chem 
How you’re looking at me yeah I know what that means and 
I’m obsessed
Are you free next week? 
I’d bet we’d have really good 
Bed chem 
 
And I bet we’d both arrive at the same time 
And I bet the thermostats set at six nine 
And I bet it’s even better than in my head 


How you pick me up pull ‘em down turn me round oh it just makes sense 
How you talk so sweet when you’re doing bad things 
That’s bed chem 
How you’re looking at me yeah I know what that means and 
I’m obsessed
Are you free next week? 
I’d bet we’d have really good

#SabrinaCarpenter #BedChem #LyricVideo #ShortnSweet

Music video by Sabrina Carpenter performing Bed Chem (Lyric Video).© 2024 Island Records, a division of UMG Recordings, Inc.",19912137,218809,0,5202
76,Jelly Roll,Jelly Roll - I Am Not Okay (Official Lyric Video),2024-06-12T04:00:14Z,"Jelly Roll - I Am Not Okay (Official Lyric Video)

From the new album, Beautifully Broken out now
Listen here: https://jellyroll.lnk.to/beautifullybroken

Listen to ""I Am Not Okay"" here: https://jellyroll.lnk.to/iamnotokay

Jelly Roll Socials: 
Website - https://jellyroll615.com/
Instagram - http://instagram.com/jellyroll615 
Facebook - https://www.facebook.com/TheRealJellyRoll
Twitter - http://twitter.com/jellyroll615
TikTok - https://www.tiktok.com/@officialjellyroll

SUBSCRIBE - https://ffm.link/jellyrollyoutubesubscribe

Lyrics:
I am not okay
I’m barely getting by
Losing track of days
And losing sleep at night

I am not okay
I’m hanging on the rails
So if I say I’m fine
Just know I’ve learned to hide it well

I know I can’t be the only one
Who’s holding on for dear life
But God knows, I know
When it’s all said and done
I’m not okay
But it’s all gonna be alright
It’s not okay
But we’re all gonna be alright

I woke up today
I almost stayed in bed
Had the devil on my back
And voices in my head

Some days it ain’t all bad
Some days it all gets worse
Some days I swear I’m better off
Layin’ in that dirt

I know I can’t be the only one
Who’s holding on for dear life
But God knows, I know
When it’s all said and done
I’m not okay
But it’s all gonna be alright
It’s not okay
But we’re all gonna be alright
Gonna be all right
Gonna be all right

I know one day
We’ll see the other side
The pain’ll wash away
In a holy water tide
And we all gonna be alright

I know I can’t be the only one
Who’s holding on for dear life
But God knows, I know
When it’s all said and done
I’m not okay
But it’s all gonna be alright
It’s not okay
But we’re all gonna be alright
I’m not okay
But it’s all gonna be alright

#JellyRoll #IAMNOTOKAY #beautifullybroken",18879321,213706,0,9669
77,MarshmelloVEVO,"Marshmello, Kane Brown - Miles On It (Official Music Video)",2024-05-28T23:00:06Z,"""Miles On It"" is out now!
 
Listen: https://KB.lnk.to/MilesOnIt
 
Marshmello:
Instagram: https://www.instagram.com/marshmello
Facebook: https://www.facebook.com/marshmello
Twitter: https://twitter.com/marshmello
Twitch: https://www.twitch.tv/marshmellomusic
TikTok: https://www.tiktok.com/@marshmello
 
Kane Brown:
Newsletter: https://smarturl.it/kbemailsubscribe
Official Website: https://kanebrownmusic.com
Instagram: https://www.instagram.com/kanebrown
Facebook:  https://www.facebook.com/kaneallenbrown
TikTok: https://www.tiktok.com/@kanebrown
Twitter: https://twitter.com/kanebrown
Text Kane at 615-205-1717
  
Lyrics:
Girl, let's go put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
 
New truck, big lift, old roads
We've been tearing up since way back when
But these wheels are innocent
New hitch, new seats, no history
And you just can't fake that
 
So, let's change that, girl, let's go put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
 
Put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
Put some miles on it
We could break it in
If you know what I mean
 
All night, no brakes, all tail, no gate
Ain't gotta try too hard
My baby's push to start
All torque, full speed, off road
On me zero to a hundred fast
 
My foot ain't touch the gas
I said, hey baby, slow it down
Let's make it last
You said, where's the fun in that
Yeah, let's go
 
Put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
 
Put some miles on it
We could break it in
If you know what I mean
 
Put some miles on it
We could break it in
If you know what I mean
 
Mile after mile after mile after mile
Turn up the night like that radio dial
Shoulder to shoulder where nobody knows
Know where we're going, we ain't going home
 
We're putting miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California king
We could break it in
If you know what I mean
 
Put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
Put some miles on it
 
We could break it in
If you know what I mean
Put some miles on it
 
We could break it in
If you know what I mean
Put some miles on it

http://vevo.ly/XHcj4a",15065256,155847,0,4581
78,ShawnMendesVEVO,Shawn Mendes - Why Why Why (Official Music Video),2024-08-09T00:00:08Z,"Pre-save/pre-order the new album, Shawn, out November 15th: https://shawn.lnk.to/album
Featuring Why Why Why & Isn’t That Enough, out now

Follow Shawn: 
Instagram: https://www.instagram.com/shawnmendes
TikTok: https://www.tiktok.com/@shawnmendes
Twitter: https://x.com/ShawnMendes
Facebook: https://www.facebook.com/ShawnMendesOfficial
Snap: https://www.snapchat.com/add/shawnmendes
Website: https://www.shawnmendesofficial.com/#/

Directed by Anthony Wilson and Connor Brashier
Edited by Anthony Wilson and Connor Brashier

Cinematography by Anthony Wilson
Additional Cinematography by Connor Brashier and Jordan Pollack
1st AC - Jordan Pollack
Steadicam Operator - Ben Spaner

Executive Producer - Adam Bodenstein
Produced by Adam Bodenstein, Anthony Wilson, and Connor Brashier
Production Company - Bodeyco
Production Coordinator - Prashan Rajaratnam
Production Asssistant - Nathan Bodenstein

Colorist - John O’Riordan at Pundersons Gardens
Assistant Editor - Arianna Garcia
VFX Editor - Parker Schmidt

Cast:
Bear (adopted 7/21/24 with his sister)

Management:
Andrew Gertler
Ziggy Chareton
Sylvie Konner
Jordan Wolosky
Deanna Spinale
Jules Davis
Ramsey Ghazzawi
Lindsay Olan

Special thanks to our Friends & Family:
Ulster Performing Arts Center / Bardavan Presents
Ulster County SPCA
The Lake Community
Slow Fox Farm
Scott & Rachel
Mark Margiotta & Bridget Reidy 
The Clubhouse Recording Studio
The Messinas - Louis Sr., Louis Jr, and Andrea
P3 Post

Lyrics: 

Opened up my journal to a page
Everything that hurts me’s still the same
Feels like there’s nothing new for me to say
Why why why
Why why why
Sweating through the sheets shakin’ in bed
Visions of her naked in my head
But I went off and chose myself instead
Why why why
Ease my mind
I don't know why, I
I don’t know, I dont know why
Why why why
I stepped off the stage with nothing left
All the lights were fuckin’ with my head
But here I am, singing songs again
Why why why
Ease my mind
I don’t know why, I
I don’t know, I don’t know why
Why why why
Why why why
Feels like everything goes round and round and round and round and round it goes
Feels like everything goes round and round and round and round and round it
Thought I was about to be a father
Shook me to the core, I’m still a kid
Sometimes I still cry out for my mother
Why why why
Why why why
I don’t know why, I
I don’t know, I don’t know why
Why why why
Why why why
Feels like everything goes round and round and round and round and round it goes
Feels like everything goes round and round and round and round and round it goes

Music video by Shawn Mendes performing Why Why Why. © 2024 Island Records, a division of UMG Recordings, Inc.

http://vevo.ly/jjwBhW",14772625,445334,0,16245
79,TheGoodVibe,Luke Combs - Fast Car (Lyrics),2023-03-31T14:27:57Z,"Luke Combs - Fast Car 
Stream/Download:

Follow Luke Combs:
Instagram: https://LC.lnk.to/profileYT/instagram
Facebook: https://LC.lnk.to/profileYT/facebook
Twitter: https://LC.lnk.to/profileYT/twitter
TikTok: https://LC.lnk.to/profileYT/tiktok
Twitch: https://LC.lnk.to/profileYT/twitch
Subscribe to his channel: https://LC.lnk.to/profileYT/youtube

Become our friend:
https://www.facebook.com/allGoodvibe
https://www.youtube.com/GoodVibesAllDay
https://soundcloud.com/allGoodvibe
https://www.instagram.com/good_vibe/
https://open.spotify.com/user/thegoodfm

(Lyrics)
[Verse 1]
You got a fast car
And I want a ticket to anywhere
Maybe we make a deal
Maybe together we can get somewhere
Any place is better
Startin' from zero, got nothin' to lose
Maybe we'll make something
Me, myself, I got nothin' to prove

[Verse 2]
You got a fast car
And I got a plan to get us out of here
I've been workin' at the convenience store
Managed to save just a little bit of money
Won't have to drive too far
Just across thе border and into the city
And you and I can both get jobs
Finally see what it mеans to be livin'
[Verse 3]
See, my old man's got a problem
He live in the bottle, that's the way it is
He said his body's too old for working
His body's too young to look like his
So Mama went off and left him
She wanted more from life than he could give
I said, somebody's got to take care of him
So I quit school and that's what I did

[Pre-Chorus]
You got a fast car
Is it fast enough so we can fly away?
Still gotta make a decision
Leave tonight or live and die this way

[Chorus]
So I remember when we were driving, driving in your car
Speed so fast, I felt like I was drunk
City lights lay out before us and your arm felt nice wrapped around my shoulder
And I, I, had a feeling that I belonged
I, I, had a feeling I could be someone, be someone, be someone

[Verse 4]
You got a fast car
We go cruising and entertain ourselves
You still ain't got a job
So I work in the market as a checkout girl
I know things will get better
You'll find work and I'll get promoted
And we'll move out of the shelter
Buy a bigger house, live in the suburbs

[Chorus]
Said I remember when we were driving, driving in your car
Speed so fast, I felt like I was drunk
City lights lay out before us and your arm felt nice wrapped around my shoulder
And I, I, had a feeling that I belonged
I, I, had a feeling I could be someone, be someone, be someone

[Verse 5]
You got a fast car
I got a job that pays all our bills
You stay out drinking late at the bar
See more of your friends than you do your kids
I'd always hoped for better
Thought maybe together you and me would find it
I got no plans, I ain't goin' nowhere
Take your fast car and keep on driving

[Chorus]
So I remember when we were driving, driving in your car
Speed so fast, I felt like I was drunk
City lights lay out before us and your arm felt nice wrapped around my shoulder
And I, I, had a feeling that I belonged
I, I, had a feeling I could be someone, be someone, be someone

[Instrumental Break]
[Outro]
You got a fast car
Is it fast enough so we can fly away?
Still gotta make a decision
Leave tonight or live and die this way

Tags;
Fast Car
Fast Car Lyrics
Luke Combs Fast Car
Fast Car Luke Combs
Oh it's hearts on fire and crazy dreams
Oh the nights ignite like gasoline
And light up those streets that never sleep when the sky goes dark
Out where the wild things are
Luke Combs Fast Car Lyrics
Fast Car Luke Combs Lyrics
Luke Combs

#LukeCombs #FastCar #Lyrics 


Contact: YpmaMusic@gmail.com",14427776,50147,0,1006
80,Charli xcx,Charli xcx - Apple (official lyric video),2024-06-07T04:22:17Z,"Charli xcx - Apple
BRAT out now: https://charlixcx.lnk.to/BRATID
Order BRAT: https://charlixcx.lnk.to/StoreID

Text 1-310-861-2831

https://charlixcx.com/
https://www.tiktok.com/@charlixcx 
https://www.instagram.com/charli_xcx
https://twitter.com/charli_xcx
https://www.youtube.com/@officialcharlixcx
https://facebook.com/charlixcxmusic

#Charlixcx #Apple #officiallyricvideo",12528922,146905,0,7351
81,AsakeVEVO,"Asake, Travis Scott - Active (Official Video)",2024-08-06T23:00:06Z,"Pre-save/order the Album “Lungu Boy"". Out Now!
Stream:https://music.empi.re/lunguboy







#Asake  #TravisScott  #EMPIRE







Official Video by Asake & Travis Scott - ""Active"" © 2024 YBNL Nation / EMPIRE",12224833,232540,0,8316
82,AddisonRaeVEVO,Addison Rae - Diet Pepsi (Official Video),2024-08-09T04:00:07Z,"Addison Rae will return in Aquamarine…

Official Video for “Diet Pepsi” by Addison Rae
 
Listen to & Download “Diet Pepsi” out now: https://addisonrae.lnk.to/dietpepsi
  
Follow Addison:
https://www.x.com/whoisaddison
https://www.tiktok.com/@addisonre
https://www.instagram.com/addisonraee
https://www.youtube.com/@AddisonRae
www.addisonrae.com
 
Text Addison:
310-356-9261
 
Lyrics:
My boy’s a winner
He loves the game
My lips reflect off his cross-gold chain
I like the way
He’s telling me
My ass looks good in these ripped blue jeans
My cheeks are red like cherries in the spring
Body’s a work of art you’d die to see
 
Untouched
XO
Young lust
Let’s
 
When we drive in your car
I’m your baby (so sweet)
Losing all my innocence in the backseat
Say you love say you love
Say you love me (love me)
Losing all my innocence in the backseat
 
When we drive in your car
I’m your baby (so sweet)
Losing all my innocence in the backseat
Say you love say you love
Say you love me (love me)
Losing all my innocence in the backseat
 
Break all the rules till we get caught
Fog up the windows in the parking lot
Summer love
Sexy
Sittin’ on his lap sippin’ diet pepsi
 
I write my name with lipstick on your chest
I leave a mark so you know I’m the best
 
Untouched
XO
Young lust
Let’s go
 
When we drive in your car
I’m your baby (so sweet)
Losing all my innocence in the backseat
Say you love say you love
Say you love me (love me)
Losing all my innocence in the backseat
 
When we drive in your car
I’m your baby (so sweet)
Losing all my innocence in the backseat
Say you love say you love
Say you love me (love me)
Losing all my innocence in the backseat
 
When we, baby
XO
When we, baby
XO
 
When we drive in your car
I’m your baby (so sweet)
Losing all my innocence in the backseat
Say you love say you love
Say you love me (love me)
Losing all my innocence in the backseat
 
When we drive in your car
I’m your baby (so sweet)
Losing all my innocence in the backseat
Say you love say you love
Say you love me (love me)
Losing all my innocence in the backseat
 
Untouched
Young Lust
XO
Let’s go
 
Credits:
Artist: Addison Rae
Starring: Drew Van Acker
 
Director & DP: Sean Price Williams
Producer: Alex Coco
Production Company: Psycho Films
Executive Producer: Sam Canter
Production Supervisor: Eliza Padden
Assistant Producer Supervisor: Eve Rogers
1st AD: Kenneth Taylor
 
Creative Direction: Mel Ottenberg
Creative Consultant: Lexee Smith
Movement Direction: Danielle Polanco
 
Photos & Video BTS: Lexee Smith
Photos & Video BTS: Mikayla LoBasso
Photos & Video BTS: Yasmine Diba
 
Hair: Evanie Frausto
Makeup: Leah Darcy
Nails: Natalie Minerva
Stylist: Spencer Singer
Styling Assistant: Ray Braungart
Tailor: Logan Neitzel
 
1st AC / Additional Photography: Rhys Scarabosio
2nd AC / Loader: Liam Shore
Gaffer: Mike Withers
BBE: Justin Moynihan
Key Grip: Tyler Johnson Williams
Best Boy Grip: Mike Gardner
Best Boy Grip: Andy Grishikian
Production Designer: Hugh Ziegler
Picture Car: Jason Daez Salinas
Set Dresser: AJ Bucknall
ART PA: Travis Harrison
VTR & Playback: Angel Cifuentes
Craft Service: Raquel Farca
Production Assistant: Marissa Traver
Production Assistant: April Rivera
Production Assistant: Jane Kim
Production Assistant: Dion O’Joe
Production Assistant: Jake Fenster
 
Editor: Stephen Gurewitz
Graphic Artist: Lenny Vigden
Colorist: Jason Crump
Sound Mix: Somepoint Sound

Editor: Stephen Gurewitz
Graphic Artist: Lenny Vigden
Colorist: Jason Crump
Sound Mix: Somepoint Sound
Post Production: Metropolis Post
Colorist: Esteban Palma

Commissioner / Columbia Records: Bryan Younce
 
Artist Management: Joe Izzi
Artist Management: Justin Greenberg
Artist Management: Sharon Jackson
 
Special Thanks to Sonos Ace
 
#AddisonRae #DietPepsi",11959943,247694,0,10292
83,TylaVEVO,Tyla - PUSH 2 START (Official Music Video),2024-11-07T22:00:06Z,"Tyla - PUSH 2 START (Official Music Video)

""TYLA+"" available at: https://tyla.lnk.to/TylaPlus

Follow Tyla:
https://instagram.com/tyla
https://www.tiktok.com/@tyla_
https://twitter.com/Tyllaaaaaaa

(C) 2024 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment

#Tyla #PUSH2START",11366148,327669,0,13974
84,SabrinaCarpenterVEVO,Sabrina Carpenter - Taste (Lyric Video),2024-08-23T04:00:48Z,"Music video by Sabrina Carpenter performing Taste (Lyric Video).© 2024 Island Records, a division of UMG Recordings, Inc.",10768525,116856,0,2822
85,Coldplay,Coldplay - ALL MY LOVE (Official Lyric Video),2024-10-04T14:00:23Z,"Stream / download here: https://coldplay.lnk.to/AllMyLove

'All My Love' is taken from Coldplay's tenth studio album Moon Music landing on October 4, available to pre-order here: https://coldplay.lnk.to/MoonMusic 🌙

CREDITS 

Directed by: Chris Candy @chriscandy4ever
Editor: Diego Astorga
Art Director: Ryann Bosetti @ryannbosetti
Produced by: Mandi Frost
Shot on iPhone by: Chris Candy
Additional iPhone camera work by: Claire Finbow and Kat Demp
 
Production Coordinator & PA:  Kat Demp, Katari Video
Styling, Wardrobe, Grooming: Tiffany Henry
Styling & wardrobe assistance: Jasmin Rodriguez, Vintage Vandal  
Audio Recording & Sound Mix: Bill Rahko
Additional Sound Editing: Miguel Lara, Bella Corich  

Coldplay Tour Manager: Marguerite Nguyen
Production Assistant #2: Tazia Lucas
Production Assistant #3: Jacqueline Stanfield
Production Transportation: Ellingson Productions
Location; Circa & The D Las Vegas: Dave Rosborough
 
Color by Fotokem
Lead colorist: Alastor Pan Arnold
Supporting Colorist: Brett Van Egmond
 
Sound Mix: Miguel Lara
Additional Sound Editing: Bella Corich 
 
For Matt Khars
  
Special Thanks: 
Dino’s Lounge 
Live Nation Vegas Team 
Circa Las Vegas Resort & Casino
The D Las Vegas Casino & Hotel
Farra / Foxdog Productions
Key Lime Photography
The Red Kat Las Vegas
Buffalo Exchange
Circa & The D Transportation Department
Robbie Espiritu
Marvin Tolentino

The official YouTube channel of Coldplay. Subscribe for the latest music videos, performances, and more. 

FOLLOW AND LISTEN TO COLDPLAY
https://coldplay.lnk.to/Follow

SUBSCRIBE TO COLDPLAY 
WWW.YOUTUBE.COM/@UCDPM_n1atn2ijUwHd0NNRQw 

LYRICS

We’ve been through low
Been through sunshine, been through snow
All the colours of the weather
We’ve been through high
Every corner of the sky
And still we’re holding on together

You got all my love
Whether it rains or pours, I’m all yours
You’ve got all my love
Whether it rains, it remains
You’ve got all my love

(And) til I die
Let me hold you if you cry
Be my one two three forever

Cause you got all my love
Whether it rains or pours
I’m all yours
You’ve got all my love
Whether it rains, it remains
You’ve got all my love

La La La La La La Lay
Whether it rains or pours, I’m all yours
La La La La La La Lay
That’s all, all I can say

You got all my love
Oh for now and always
Til the end of my days
You got all my love
You’ve got all my love

ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans, Higher Power and My Universe. Their newest album, Moon Music, is out now, featuring the singles feelslikeimfallinginlove, WE PRAY and ALL MY LOVE.

#coldplay #moonmusic #allmylove",10544525,144168,0,3059
86,PostMaloneVEVO,Post Malone - Losers (Lyric Video) ft. Jelly Roll,2024-08-16T04:00:42Z,"Official “Losers” lyric video by Post Malone featuring Jelly Roll. Off the new album F-1 Trillion. Stream and download here: https://posty.lnk.to/f-1trillionlongbed

►Subscribe for more: https://postmalone.lnk.to/subscribeYD

►Shop exclusive merch: https://postmalone.lnk.to/shop

►Follow Post Malone online:
https://www.postmalone.com
https://instagram.com/postmalone
https://twitter.com/postmalone
https://facebook.com/postmalone
https://snapchat.com/add/postmalone
https://tiktok.com/@postmalone
https://discord.gg/post-malone

►Lyrics:

(Verse 1)
Last callers, last chancers
9 to 5ers, truckers, dancers
Couple Chuck’s, Ern’s, and Chandler’s
With a whole lotta prayers unanswered
Whiskey by noon, and beer before that
Southbound train on a hellbound track
Might just put two middle fingers up and throw one back for all the
People who ain’t ever felt at home
Just spinnin’ on a rock and gettin’ stoned

(Chorus)
Yeah this one’s for the Losers
The outcasts and the sinners
The ain’t never been no winners
Let’s hear it for the Losers
Ain’t got nowhere to fit in
There’s a place you can always get in
Oh
You might be lonely but you’re never alone
You’re right here where you’re supposed to be
Right here with all the Losers
The one’s like you
And the one’s like me

(Verse 2) (Jelly Roll)
My therapist is a good bartender
Heart breakers and two month benders
Bad times that we can’t forget and
Good times that we won’t remember
Raise ‘em up when we hear a sad song
Love the cry of a steel guitar
No way to change the way we are

(Chorus) (Jelly Roll)
This one’s for the Losers
The outcasts and the sinners
The ain’t never been no winners
Let’s hear it for the Losers
Ain’t got nowhere to fit in
There’s a place you can always get in
Oh, oh
You might be lonely but you’re never alone
You’re right here where you’re supposed to be
Right here with all the Losers
The one’s like you
And the one’s like me

(Bridge) (Post)
If you’re livin’ like you got nothin’ to lose

(Bridge) (Jelly Roll)
There’s a spot for you beside me on this stool

(Chorus) (Post & Jelly Roll)
Come kick it with the Losers
The outcasts and the sinners
The ain’t never been no winners
Let’s hear it for the Losers
Ain’t got nowhere to fit in
There’s a place you can always get in
Oh, oh
You might be lonely but you’re never alone
You’re right here where you’re supposed to be
Right here with all the Losers
The one’s like you
And the one’s like me

#postmalone #jellyroll #losers

© 2024 Mercury Records / Republic Records, a division of UMG Recordings, Inc.",9106689,153378,0,5480
87,BANGTANTV,[CHOREOGRAPHY] 지민 (Jimin) ‘Who’ Dance Practice,2024-07-24T10:00:03Z,"🎵 Listen to 'MUSE': https://jimin.lnk.to/MUSE

Connect with BTS:
https://ibighit.com/bts
https://x.com/bts_bighit
https://x.com/BTS_twt
http://www.facebook.com/bangtan.official
https://www.youtube.com/user/BANGTANTV
http://instagram.com/BTS.bighitofficial
https://www.tiktok.com/@bts_official_bighit
https://weverse.onelink.me/qt3S/94808190
https://www.weibo.com/BTSbighit
http://btsblog.ibighit.com",8588516,452461,0,17642
88,Jelly Roll,Jelly Roll - Liar (Official Music Video),2024-08-02T12:30:07Z,"Jelly Roll - Liar (Official Music Video)

From the new album, Beautifully Broken out now
Listen here: https://jellyroll.lnk.to/beautifullybroken

Beautifully Broken Tour on-sale now:
Tickets: jellyroll615.com 

Jelly Roll Socials: 
Webstore - https://jellyroll615.com/
Instagram - http://instagram.com/jellyroll615 
Facebook - https://www.facebook.com/TheRealJellyRoll
Twitter - http://twitter.com/jellyroll615
TikTok - https://www.tiktok.com/@officialjellyroll

SUBSCRIBE - https://ffm.link/jellyrollyoutubesubscribe

Lyrics:

I, I let you drive around my mind 
I can't count the times you made me feel like I’m nothin'
Played me like a fool 
Like a fool

Sayin' drink another whiskey 
Pop another pill 
Money makes you happy 
Heaven isn’t real 
You won’t find nobody to love 
Because your heart’s too broke 
Now I know 

You ain’t nothin but a liar 
Yeah I walked right out the fire 
Yeah you tried to keep me down 
Tried to put me underground 
But I’m only goin' higher 

I can hear you in my head 
In my bed when i’m dreamin' 
You try to be my friend but you’re blowin’ smoke 
Oh and now I ain’t scared of tellin’ you where you can go
'Cause I know 

You’re nothin’ but a lie
You burned me one too many times 
Like a devil in disguise hidin’ your true colors
Just leave me alone
Keep leadin’ me on

Sayin' drink another whiskey 
Pop another pill 
Money makes you happy 
Heaven isn’t real 
You won’t find nobody to love 
Because your heart’s too broke 
Now I know 

You ain’t nothin’ but a liar 
Yeah I walked right out the fire 
Yeah you tried to keep me down 
Tried to put me underground 
But I’m only goin' higher 

I can hear you in my head 
In my bed when I’m dreamin' 
You try to be my friend but you’re blowin’ smoke 
Oh and now I ain’t scared of tellin’ you where you can go
'Cause I know 
You’re nothin’ but a liar

If I was doing what you do
You would say I poisoned you

You’re nothin’ but a liar 
Yeah I walked right out the fire 
Yeah you tried to keep me down 
Tried to put me underground 
But I’m only goin' higher 

I can hear you in my head 
In my bed when I’m dreamin' 
You try to be my friend but you’re blowin’ smoke 
Oh and now I ain’t scared of tellin’ you where you can go
'Cause I know 
You’re nothin’ but a liar

#JellyRoll #liar #beautifullybroken",8558524,135050,0,4843
